driver_id,driver_name,average_missing_rate,average_order_amount,total_trips,driver_age,cluster
WDID10684,Cody Baker,0.028205128205128206,276.1381818181818,37,42,0
WDID10685,Nicole Barker,0.044444444444444446,329.34909090909093,40,32,3
WDID10686,Tony Wright,0.016720779220779223,416.11727272727273,50,41,3
WDID10687,Cynthia Meyer,0.025618022328548647,401.08090909090913,45,30,3
WDID10688,Crystal Sanders,0.03571428571428571,271.14363636363635,51,65,0
WDID10689,Daniel Sanders,0.0303030303030303,250.1518181818182,48,65,0
WDID10690,Samantha Gonzalez,0.02534090909090909,248.154,46,59,0
WDID10691,Amber Davis,0.062424242424242424,218.0,31,48,3
WDID10692,Melvin Holder,0.06954887218045112,276.165,22,29,3
WDID10693,Chad Hill,0.03388888888888889,346.768,38,62,0
WDID10694,Jennifer Medina,0.031646825396825395,239.881,47,29,1
WDID10695,Elizabeth Williams,0.053174603174603166,387.187,67,34,3
WDID10696,David Taylor,0.03769230769230769,392.694,11,45,3
WDID10697,Corey Wood,0.03060897435897436,434.05100000000004,55,49,3
WDID10698,Willie Wilson,0.03736111111111111,320.817,30,55,0
WDID10699,Joseph Nichols,0.022424242424242423,351.148,22,33,2
WDID10700,Brittney Lawson,0.053535353535353526,179.077,29,40,3
WDID10701,Ryan Shaw Jr.,0.045098039215686274,290.438,71,57,0
WDID10702,Sarah Anderson,0.02039072039072039,226.621,59,30,1
WDID10703,Katie Maldonado,0.030535714285714288,264.853,15,64,0
WDID10704,Michelle Chaney,0.023333333333333334,342.865,26,57,0
WDID10705,Jeffrey Perez,0.02013888888888889,328.07800000000003,42,37,2
WDID10706,Sarah Moon,0.0626984126984127,248.18199999999996,69,42,3
WDID10707,Diana May,0.05277777777777778,196.131,34,30,3
WDID10708,Kimberly Lopez,0.020739348370927318,245.02799999999996,56,64,0
WDID10709,Stacey Cross,0.035416666666666666,388.651,68,56,0
WDID10710,Jared Hendrix,0.02936507936507936,285.723,13,49,0
WDID10711,Jeffrey Porter,0.021025641025641025,317.25899999999996,56,52,0
WDID10712,Michaela Davies,0.017549019607843136,293.071,64,60,0
WDID10713,Joseph Martinez,0.021496924128503077,271.321,52,33,1
WDID10714,Yvonne Morris,0.027894327894327896,264.61199999999997,15,64,0
WDID10715,Jason Watson,0.025874125874125874,265.80100000000004,11,51,0
WDID10716,Jose Campbell,0.019973262032085562,252.512,34,59,0
WDID10717,Grant Mitchell,0.03588235294117647,412.162,16,36,3
WDID10718,Dustin Ortiz,0.025525210084033613,392.894,67,39,3
WDID10719,Elizabeth Cardenas,0.06602564102564103,271.275,63,42,3
WDID10720,Julia Bell,0.021249999999999998,285.15500000000003,35,48,0
WDID10721,Michael Rose,0.039646464646464645,278.848,56,50,0
WDID10722,Michelle Campbell,0.030192307692307695,308.51800000000003,24,39,2
WDID10723,Denise Martin,0.021025641025641025,260.306,68,31,1
WDID10724,Dr. Sarah Harrison MD,0.019130216189039716,332.049,75,55,0
WDID10725,Jeremy Jenkins,0.07916666666666666,202.122,47,37,3
WDID10726,Lindsey Johnson,0.03678321678321679,199.9,34,46,0
WDID10727,Brian Duran,0.023809523809523808,335.724,74,62,0
WDID10728,Alan Johnson,0.04583333333333333,152.511,75,48,0
WDID10729,Richard Powell,0.06944444444444445,272.207,59,40,3
WDID10730,Kevin Gilmore,0.051096491228070175,223.44700000000003,11,30,2
WDID10731,Zachary Walker,0.04861111111111111,222.16800000000003,36,62,0
WDID10732,Molly Stone,0.035263157894736843,235.89600000000002,21,31,2
WDID10733,Carla Ramirez,0.065,260.934,74,62,0
WDID10734,Michael Zimmerman,0.0158187134502924,360.644,69,65,0
WDID10735,Mr. Robert Kelly,0.04016806722689076,377.217,67,55,3
WDID10736,Casey Wood,0.017222222222222222,306.80100000000004,69,55,0
WDID10737,Jessica Murray,0.028888888888888888,432.332,47,29,3
WDID10738,Kelly Robbins,0.02722222222222222,310.685,70,29,1
WDID10739,Devin King,0.0210207336523126,342.957,61,33,1
WDID10740,Ronald Doyle,0.07291666666666666,320.357,78,58,3
WDID10741,Brandon Bush,0.018837818528221008,363.149,58,47,0
WDID10742,Elizabeth Jones,0.04769230769230769,413.18500000000006,11,47,3
WDID10743,Andrew Crawford,0.03163992869875223,462.942,74,34,3
WDID10744,Molly Cole,0.022116119174942706,369.099,29,62,0
WDID10745,Megan Mccormick,0.0,360.82166666666666,64,45,0
WDID10746,Rebecca Young,0.0,221.39333333333335,63,39,1
WDID10747,Elizabeth Thomas,0.0,193.23666666666668,32,51,0
WDID10748,Kenneth Lewis,0.0,190.14000000000001,23,44,0
WDID10749,Jason Henry,0.0,160.34333333333333,77,61,0
WDID10750,Carlos Kelley,0.0,152.74333333333334,73,53,0
WDID10751,Christopher Weiss,0.0,119.65833333333332,54,41,0
WDID10752,April Hensley,0.0,175.14333333333335,72,44,1
WDID10753,Rachel Walker,0.0,207.54833333333332,59,47,0
WDID10754,Johnny Mcmahon,0.0,154.74333333333334,26,44,0
WDID10755,Devon Rogers,0.0,193.7266666666667,51,48,0
WDID10756,Sherry Dunn,0.0,228.6783333333333,50,56,0
WDID10757,Tracey Knight,0.0,255.06833333333336,13,50,0
WDID10758,Heather Powell,0.0,229.09833333333336,29,42,0
WDID10759,Anne Stafford,0.0,264.21166666666664,59,54,0
WDID10760,Wayne Chan,0.0,255.36833333333334,55,30,1
WDID10761,Jaime Griffith,0.0,379.5116666666666,16,64,0
WDID10762,Paul Wells,0.0,332.1666666666667,45,41,0
WDID10763,Oscar Davis,0.0,310.75166666666667,14,31,2
WDID10764,Cassandra Jones,0.0,285.8183333333333,42,45,0
WDID10765,Louis Cross,0.0,284.415,78,59,0
WDID10766,Heather Welch,0.0,263.7133333333333,25,60,0
WDID10767,Christopher Richardson,0.0,210.3033333333333,12,46,2
WDID10768,William Robinson,0.0,195.35333333333332,12,48,0
WDID10769,Katherine Young,0.0,236.035,29,65,0
WDID10770,Christopher Wiley,0.0,228.79833333333332,78,63,0
WDID10771,Nicole Harris,0.0,214.155,62,60,0
WDID10772,Richard Martin,0.0,201.97166666666666,65,31,1
WDID10773,Nicholas Nelson,0.0,145.44333333333333,65,29,1
WDID10774,Evelyn White DDS,0.0,287.25166666666667,30,47,0
WDID10775,William Tucker,0.0,265.615,33,62,0
WDID10776,Derek Edwards,0.0,279.74333333333334,20,50,0
WDID10777,Adam Fuentes,0.0,385.3733333333334,25,45,2
WDID10778,Omar Robinson,0.0,274.66833333333335,78,64,0
WDID10779,Kevin Robinson,0.0,236.12,21,36,2
WDID10780,Clayton Ramirez,0.0,172.31166666666664,45,60,0
WDID10781,Amanda Moss,0.0,162.42999999999998,43,49,0
WDID10782,Aaron Rogers,0.0,336.57666666666665,36,51,0
WDID10783,Stephen Thompson,0.0,282.88166666666666,62,35,1
WDID10784,Deborah Stark,0.0,213.35500000000002,70,58,0
WDID10785,Ashley Byrd,0.0,240.38333333333333,74,58,0
WDID10786,Christopher Richardson,0.0,265.075,43,60,0
WDID10787,Amy King,0.0,280.3866666666667,41,58,0
WDID10788,Alejandro Smith,0.0,234.39166666666665,78,30,1
WDID10789,Amy Miller,0.0,149.3033333333333,44,36,0
WDID10790,Katherine Martin,0.0,172.22833333333332,30,50,0
WDID10791,James Duncan,0.0,223.7733333333333,75,56,0
WDID10792,Ronald Hernandez,0.0,232.83333333333334,26,63,0
WDID10793,Linda Yates,0.0,252.80666666666664,33,52,0
WDID10794,James Shepherd,0.0,212.06166666666664,27,32,2
WDID10795,Joseph Stewart,0.0,186.77666666666667,63,52,0
WDID10796,Bobby Morse MD,0.0,215.37166666666667,12,46,2
WDID10797,Peter Carter,0.0,230.64666666666668,45,33,1
WDID10798,Ronnie Curtis,0.0,270.5416666666667,32,56,0
WDID10799,Valerie Perry,0.0,260.545,54,49,0
WDID10800,James Hoover,0.0,308.21166666666664,60,39,1
WDID10801,Jamie Jenkins,0.0,309.08,59,30,1
WDID10802,Michaela Coleman,0.0,372.15000000000003,63,54,0
WDID10803,Jennifer Martin,0.0,333.6433333333333,67,32,1
WDID10804,Tyler Vasquez,0.0,275.48333333333335,39,64,0
WDID10805,Adam Irwin,0.0,310.98833333333334,74,49,0
WDID10806,Lisa Sutton,0.0,250.20833333333334,19,56,0
WDID10807,Susan Smith,0.0,238.46666666666667,35,37,2
WDID10808,Tiffany Hamilton,0.0,279.13,60,62,0
WDID10809,Patrick Moran,0.0,321.09,18,40,2
WDID10810,Jesus Walters,0.0,305.075,76,48,0
WDID10811,Bruce Manning,0.0,295.24666666666667,78,48,0
WDID10812,Erin Davis,0.0,253.56833333333336,60,55,0
WDID10813,Shawn Nguyen,0.0,225.93833333333336,72,43,1
WDID10814,Elizabeth Little,0.0,241.83333333333334,37,44,0
WDID10815,Erica Schultz,0.0,222.60666666666665,52,60,0
WDID10816,Ryan Hartman,0.0,226.51333333333332,57,43,0
WDID10817,Brian Castro,0.0,189.93999999999997,60,43,0
WDID10818,Brooke Garcia,0.0,252.75,53,63,0
WDID10819,Melanie Heath,0.0,191.77833333333334,35,65,0
WDID10820,Dr. Gabriel Mendoza,0.0,191.14833333333334,74,40,1
WDID10821,Victoria Bowen,0.0,301.195,46,47,0
WDID10822,Rebecca Rivers,0.0,449.0083333333334,76,45,1
WDID10823,Cathy Daniel,0.0,267.625,67,61,0
WDID10824,Marcus Hamilton,0.0,283.4816666666666,60,43,0
WDID10825,Ricky Hodge,0.0,291.38,74,29,1
WDID10826,Krista Adams,0.0,249.76166666666666,39,55,0
WDID10827,Xavier Hernandez,0.0,267.15000000000003,22,56,0
WDID10828,Jason Willis,0.0,392.105,60,50,0
WDID10829,Shannon Thomas,0.0,376.55,49,42,0
WDID10830,Christy Young,0.0,313.9816666666666,63,40,1
WDID10831,Ashley Alvarez,0.0,291.0683333333333,16,33,2
WDID10832,John Watkins,0.0,297.20666666666665,16,39,2
WDID10833,Laura Murillo,0.0,303.65833333333336,51,60,0
WDID10834,Mr. Michael Cox MD,0.0,265.90833333333336,54,39,1
WDID10835,Rodney Wallace,0.0,265.7033333333333,48,52,0
WDID10836,Laura Schultz,0.0,203.88333333333335,22,38,2
WDID10837,Mr. Cameron Swanson,0.0,312.57,72,42,1
WDID10838,Emily Ho,0.0,253.42166666666665,46,35,1
WDID10839,Brenda Cooley,0.0,489.5566666666667,78,65,0
WDID10840,Daniel Perkins,0.0,364.43833333333333,37,57,0
WDID10841,Justin Villanueva,0.0,308.44166666666666,61,30,1
WDID10842,Roberto Jones,0.0,304.7583333333333,14,62,0
WDID10843,Andrew Kirby,0.0,299.68833333333333,42,52,0
WDID10844,Patricia Jordan,0.0,341.10999999999996,50,65,0
WDID10845,Joanna Black,0.0,351.05,48,61,0
WDID10846,Jodi Harvey,0.0,367.545,68,29,1
WDID10847,Alyssa Bradford,0.0,265.4783333333333,54,42,0
WDID10848,Tyler Williams,0.0,282.295,62,31,1
WDID10849,Michelle Humphrey,0.0,254.06500000000003,69,65,0
WDID10850,Jennifer Herrera,0.0,244.955,49,55,0
WDID10851,Dana Welch,0.0,213.335,37,32,2
WDID10852,Shaun Strong,0.0,256.7916666666667,68,37,1
WDID10853,Paul Norton,0.0,173.65333333333334,58,61,0
WDID10854,Anthony Garza,0.0,260.3883333333333,57,55,0
WDID10855,Katie Bennett,0.0,258.12833333333333,39,55,0
WDID10856,John Hutchinson,0.0,258.5733333333333,14,64,0
WDID10857,Andrew Carlson,0.0,314.27000000000004,22,65,0
WDID10858,Lauren Sanders,0.0,281.045,50,60,0
WDID10859,Richard Carter,0.0,258.24333333333334,22,42,2
WDID10860,Kelly Price,0.0,303.46,72,43,1
WDID10861,Brooke Lewis,0.0,342.41,51,29,1
WDID10862,Brooke Miranda,0.0,263.79833333333335,74,41,1
WDID10863,Michael Elliott,0.0,374.24,59,49,0
WDID10864,James Greene,0.0,355.595,12,42,2
WDID10865,Chase Hale,0.0,343.125,73,63,0
WDID10866,Aaron Jackson,0.0,331.58,27,29,2
WDID10867,Jason Jones,0.0,313.84,66,35,1
WDID10868,Gerald Lewis,0.0,296.3433333333333,58,55,0
WDID10869,William Jones,0.0,275.71666666666664,67,58,0
WDID10870,Debbie Lopez,0.0,264.4583333333333,55,45,0
WDID10871,Tina Green,0.0,242.1016666666667,42,35,2
WDID10872,Ivan Adams,0.0,226.635,13,43,2
WDID10873,Alexander Diaz,0.0,217.01166666666666,33,50,0
WDID10874,Nathaniel Miller,0.0,204.25,71,52,0
WDID10875,James King,0.0,273.48333333333335,41,47,0
WDID10876,Gregory Taylor,0.0,247.865,75,32,1
WDID10877,Thomas Cook,0.0,220.54,40,64,0
WDID10878,Adam Sullivan,0.0,204.46,28,50,0
WDID10879,Robert Baker,0.0,256.53333333333336,47,33,1
WDID10880,Yolanda Shepard,0.0,249.795,50,47,0
WDID10881,Sarah Whitney,0.0,222.65,70,31,1
WDID10882,Mr. Scott Robinson,0.0,283.80333333333334,50,59,0
WDID10883,Gail Turner,0.0,258.46666666666664,53,29,1
WDID10884,Stephen Ray,0.0,236.84833333333333,61,29,1
WDID10885,Nancy Blevins,0.0,288.68,11,63,0
WDID10886,John Garcia,0.0,273.26500000000004,53,62,0
WDID10887,Craig Freeman,0.0,253.39333333333332,54,37,1
WDID10888,Jose Morris,0.0,232.49666666666667,71,56,0
WDID10889,Jake Rodriguez,0.0,300.1616666666667,74,31,1
WDID10890,Jeanette Li,0.0,270.4116666666667,33,29,2
WDID10891,Kelly Myers,0.0,241.11833333333334,53,45,0
WDID10892,Gary Wagner,0.0,300.8566666666666,48,54,0
WDID10893,Edwin Adams,0.0,284.03833333333336,45,51,0
WDID10894,Mark Ortega,0.0,268.0983333333333,24,54,0
WDID10895,Lauren Turner,0.0,242.80166666666665,22,29,2
WDID10896,Jennifer Finley,0.0,212.06833333333336,20,29,2
WDID10897,Lucas Buck,0.0,195.62166666666667,74,50,0
WDID10898,Joshua Smith,0.0,178.92166666666665,36,50,0
WDID10899,Alexander Lindsey,0.0,230.495,44,42,0
WDID10900,Russell Carter,0.0,216.59,23,52,0
WDID10901,Terri Hansen DDS,0.0,284.8933333333333,62,45,0
WDID10902,Brittany Richardson,0.0,253.87666666666667,12,47,2
WDID10903,John Collins,0.0,226.42333333333332,27,44,0
WDID10904,Patrick Murphy,0.0,210.03666666666666,36,46,0
WDID10905,Janice Wilkerson,0.0,268.73333333333335,74,29,1
WDID10906,Jason Jackson,0.0,241.68333333333337,73,59,0
WDID10907,Lawrence Barnett,0.0,223.89499999999998,78,30,1
WDID10908,John Johnson,0.0,288.635,14,32,2
WDID10909,Jamie Garcia,0.0,276.99666666666667,42,42,0
WDID10910,Nicole Jenkins,0.0,257.18,61,51,0
WDID10911,Mitchell Osborne,0.0,246.40833333333333,65,51,0
WDID10912,Michael Coleman,0.0,295.835,74,33,1
WDID10913,Amanda Barnes,0.0,284.59499999999997,54,39,1
WDID10914,Brad Yang,0.0,338.315,75,53,0
WDID10915,Michael Rodriguez,0.0,321.1816666666667,49,53,0
WDID10916,Nicole Russell,0.0,309.97666666666663,40,33,2
WDID10917,Tiffany Myers,0.0,288.3816666666667,47,52,0
WDID10918,Matthew Benton,0.0,275.885,77,53,0
WDID10919,Kristin Thompson,0.0,260.12333333333333,48,45,0
WDID10920,Douglas Combs,0.0,237.79833333333332,69,29,1
WDID10921,Sandra Frazier,0.0,204.01,56,49,0
WDID10922,Ian Johnson,0.0,196.4083333333333,73,38,1
WDID10923,Wendy Morris,0.0,176.52666666666664,28,29,2
WDID10924,Tammy Hunt,0.0,304.33666666666664,59,61,0
WDID10925,Mr. Keith Chambers,0.0,293.63,11,32,2
WDID10926,Jason Cisneros,0.0,275.055,28,39,2
WDID10927,Nicole Dunn,0.0,259.9433333333333,15,32,2
WDID10928,April Harris,0.0,230.8166666666667,77,37,1
WDID10929,Holly Smith,0.0,205.27666666666667,59,52,0
WDID10930,James Kane,0.0,185.06000000000003,61,48,0
WDID10931,Franklin Wright,0.0,255.74,75,30,1
WDID10932,Juan Booker,0.0,230.55999999999997,73,60,0
WDID10933,Alexis Martin,0.0,289.555,47,52,0
WDID10934,William Tucker,0.0,271.3383333333333,62,65,0
WDID10935,Brian Park,0.0,255.11166666666668,32,60,0
WDID10936,Matthew Buck,0.0,320.7183333333333,36,65,0
WDID10937,Roy Frost,0.0,294.62833333333333,42,31,2
WDID10938,Felicia Jones,0.0,282.825,26,61,0
WDID10939,Ann Brown,0.0,260.965,34,50,0
WDID10940,Thomas Reynolds,0.0,314.4733333333333,72,31,1
WDID10941,Selena Gomez,0.0,298.0516666666667,59,29,1
WDID10942,Glenn Lawrence,0.0,364.5316666666667,40,30,2
WDID10943,Jordan Martin,0.0,338.155,55,44,0
WDID10944,Sheila Smith,0.0,322.8233333333333,32,44,0
WDID10945,Walter Hunt,0.0,298.0733333333333,66,64,0
WDID10946,Katie Chavez,0.0,282.71166666666664,64,29,1
WDID10947,Caitlin White,0.0,262.27500000000003,70,50,0
WDID10948,Jennifer Taylor,0.0,243.95833333333334,12,37,2
WDID10949,Adam Costa,0.0,231.36333333333334,40,30,2
WDID10950,Bethany Jones,0.0,284.3883333333333,26,56,0
WDID10951,Calvin Cohen,0.0,249.625,60,43,0
WDID10952,Charles Myers,0.0,226.42,22,64,0
WDID10953,Nicholas Bauer,0.0,180.60999999999999,53,40,0
WDID10954,Anthony Robinson,0.0,241.58333333333334,27,43,0
WDID10955,Kim Bishop,0.0,214.83333333333334,76,60,0
WDID10956,Gregory Green,0.0,337.18666666666667,11,43,2
WDID10957,Sarah Mcmillan,0.0,315.34666666666664,78,53,0
WDID10958,Mr. Benjamin Murphy,0.0,296.9733333333333,50,45,0
WDID10959,William Woodard,0.0,283.995,77,31,1
WDID10960,Deborah Davis,0.0,267.3516666666667,60,31,1
WDID10961,Amy Campbell,0.0,309.72166666666664,66,61,0
WDID10962,Claudia Sutton,0.0,282.65833333333336,74,55,0
WDID10963,Michael Martin,0.0,318.82666666666665,66,29,1
WDID10964,Martha Patel,0.0,310.99666666666667,63,57,0
WDID10965,Kim Farmer,0.0,291.66833333333335,70,35,1
WDID10966,Shannon Reyes,0.0,276.62333333333333,24,43,2
WDID10967,Cody Mitchell,0.0,255.03166666666667,62,39,1
WDID10968,Victor Olson,0.0,238.00333333333333,72,31,1
WDID10969,Annette Williams,0.0,301.31166666666667,15,62,0
WDID10970,Russell Byrd,0.0,290.4583333333333,47,54,0
WDID10971,Chris Schmitt,0.0,278.52500000000003,37,47,0
WDID10972,Kristen Hernandez,0.0,254.475,77,60,0
WDID10973,Kimberly Kennedy,0.0,238.6016666666667,18,64,0
WDID10974,Rebecca Smith,0.0,221.08166666666668,13,56,0
WDID10975,Angela Brown,0.0,208.97833333333335,20,38,2
WDID10976,Rachel Smith,0.0,275.92,61,41,1
WDID10977,Emily Smith,0.0,247.85500000000002,73,63,0
WDID10978,Adam Hansen,0.0,231.38166666666666,23,51,0
WDID10979,Ronald Gibson,0.0,207.78166666666667,23,48,0
WDID10980,Destiny Gonzalez,0.0,193.21,56,51,0
WDID10981,Taylor Pacheco,0.0,256.53333333333336,78,36,1
WDID10982,Stephanie Stephens DDS,0.0,240.14666666666665,73,58,0
WDID10983,Colleen Villarreal,0.0,202.71666666666667,77,45,1
WDID10984,Ashley Brown,0.0,196.035,33,53,0
WDID10985,Kimberly Ryan MD,0.0,188.34833333333336,26,49,0
WDID10986,Travis Taylor,0.0,257.26,75,32,1
WDID10987,Troy Munoz,0.0,247.245,24,35,2
WDID10988,John Robinson,0.0,225.87666666666667,45,53,0
WDID10989,Audrey Mcdowell,0.0,205.255,35,44,0
WDID10990,Amy Bennett,0.0,188.69333333333336,14,48,0
WDID10991,Leslie Smith,0.0,179.17999999999998,65,30,1
WDID10992,Richard Green,0.0,223.6783333333333,77,30,1
WDID10993,Olivia Andrews,0.0,287.0366666666667,39,37,2
WDID10994,Corey Coffey,0.0,329.445,55,42,0
WDID10995,David Nielsen,0.0,314.9683333333333,12,57,0
WDID10996,Jonathan Wheeler,0.0,306.465,24,58,0
WDID10997,Michael Ramsey,0.0,269.0883333333333,49,38,0
WDID10998,Darrell Chambers,0.0,254.49833333333333,47,29,1
WDID10999,David Miller,0.0,229.56000000000003,51,49,0
WDID11000,Shane Davis,0.0,269.13166666666666,55,35,1
WDID11001,Amanda Foster,0.0,308.40000000000003,56,34,1
WDID11002,Brenda Sanchez,0.0,349.35833333333335,49,33,1
WDID11003,Anita Smith,0.0,333.045,18,35,2
WDID11004,Anthony Garner,0.0,323.685,20,62,0
WDID11005,Joel Austin,0.0,304.1116666666667,27,40,2
WDID11006,Scott Wallace,0.0,351.70000000000005,55,35,1
WDID11007,Gary Mccullough,0.0,326.2966666666667,47,50,0
WDID11008,Carly Underwood,0.0,308.4533333333333,58,29,1
WDID11009,Deborah Juarez,0.0,291.6466666666667,32,52,0
WDID11010,Darlene Sanchez DVM,0.0,278.1466666666667,52,39,0
WDID11011,Sherry Gomez,0.0,250.65166666666664,32,44,0
WDID11012,Kimberly Rios,0.0,219.98000000000002,52,44,0
WDID11013,Gregory Miller,0.0,201.06499999999997,22,33,2
WDID11014,Jimmy Ray,0.0,184.79166666666666,43,61,0
WDID11015,William Taylor DDS,0.0,174.67666666666665,27,58,0
WDID11016,Sharon Miller,0.0,154.84,28,46,0
WDID11017,Debbie Lewis,0.0,221.80166666666665,70,29,1
WDID11018,Elaine Bowers,0.0,207.165,76,49,0
WDID11019,Andrew Moore,0.0,269.37666666666667,60,57,0
WDID11020,Timothy Ray,0.0,229.72666666666666,61,31,1
WDID11021,Caitlin Sanford,0.0,221.0616666666667,73,59,0
WDID11022,Christian Davis,0.0,209.70166666666668,11,52,0
WDID11023,Kristen Terrell,0.0,191.1483333333333,17,51,0
WDID11024,Austin King,0.0,171.82500000000002,70,34,1
WDID11025,Brett Ryan,0.0,155.205,43,57,0
WDID11026,Stephanie Allen,0.0,144.78833333333333,27,64,0
WDID11027,Kevin Ellis,0.0,282.40000000000003,21,49,0
WDID11028,Kimberly Holt,0.0,266.4766666666667,30,64,0
WDID11029,Emily Carter,0.0,255.93500000000003,17,59,0
WDID11030,Gabriel Odom,0.0,241.90666666666667,75,43,1
WDID11031,Paul Carrillo,0.0,228.36333333333334,63,30,1
WDID11032,Willie Hansen,0.0,218.4416666666667,30,44,0
WDID11033,Andrew Brown,0.0,195.85166666666666,67,29,1
WDID11034,Mark Soto,0.0,165.885,49,55,0
WDID11035,Courtney Miller,0.0,292.98499999999996,47,29,1
WDID11036,Jessica Trevino,0.0,287.465,74,51,0
WDID11037,Mary Bartlett,0.0,254.79,44,50,0
WDID11038,Joel Hurley,0.0,234.32333333333335,70,46,0
WDID11039,Janet Griffin,0.0,301.6433333333334,76,31,1
WDID11040,Taylor Taylor,0.0,294.36833333333334,33,57,0
WDID11041,Lawrence Robertson,0.0,275.22833333333335,59,45,0
WDID11042,Dr. Lindsay Davis,0.0,255.745,42,33,2
WDID11043,Timothy Taylor,0.0,226.87,56,54,0
WDID11044,Peter Vaughn,0.0,208.73,38,55,0
WDID11045,Sarah Keith,0.0,193.41666666666666,24,36,2
WDID11046,Kenneth Sharp,0.0,252.92333333333332,38,56,0
WDID11047,Nicole Tate,0.0,315.865,68,33,1
WDID11048,Crystal Rodriguez,0.0,302.82,44,49,0
WDID11049,Timothy Cook MD,0.0,289.41833333333335,65,44,0
WDID11050,Thomas Simmons,0.0,347.73,17,40,2
WDID11051,Denise Johnson,0.0,338.745,53,32,1
WDID11052,Jennifer Nelson,0.0,326.74333333333334,13,40,2
WDID11053,Cynthia Bowen,0.0,290.16333333333336,58,60,0
WDID11054,David Davis,0.0,279.4116666666667,40,60,0
WDID11055,Zachary Nguyen,0.0,265.905,77,52,0
WDID11056,Denise Valdez,0.0,245.0583333333333,42,59,0
WDID11057,Cassandra Welch,0.0,226.745,34,37,2
WDID11058,Lee Garza,0.0,280.4766666666667,38,56,0
WDID11059,Shawn Cook,0.0,254.465,67,57,0
WDID11060,Alyssa Pollard,0.0,232.64166666666665,25,54,0
WDID11061,Susan Murray,0.0,286.02333333333337,42,64,0
WDID11062,George Martinez,0.0,264.3616666666667,70,29,1
WDID11063,Kathryn Hall,0.0,252.32833333333335,49,56,0
WDID11064,Matthew Cole,0.0,230.31500000000003,71,41,1
WDID11065,Marisa Cherry,0.0,209.1,66,30,1
WDID11066,Daniel Terry,0.0,178.03833333333333,21,45,0
WDID11067,William Payne,0.0,170.33666666666667,65,65,0
WDID11068,Rick Bennett,0.0,233.90666666666667,72,51,0
WDID11069,Anthony King,0.0,289.7416666666667,38,37,2
WDID11070,April Jones,0.0,274.7816666666667,22,46,0
WDID11071,Kari Cox,0.0,329.7283333333333,27,55,0
WDID11072,Lee Larsen,0.0,320.83833333333337,78,39,1
WDID11073,Craig Brown,0.0,360.3633333333333,63,36,1
WDID11074,Abigail Murphy,0.0,344.2916666666667,78,64,0
WDID11075,Raymond Martin,0.0,329.7716666666667,69,52,0
WDID11076,Breanna Tucker,0.0,317.6933333333333,44,36,2
WDID11077,David Reyes,0.0,303.625,48,59,0
WDID11078,Kristen Campbell,0.0,284.6016666666667,53,55,0
WDID11079,Brandon Kline,0.0,344.49500000000006,71,52,0
WDID11080,Jordan Webb,0.0,327.91,65,47,0
WDID11081,James Reed,0.0,315.765,36,64,0
WDID11082,Bobby Murphy,0.0,284.175,78,35,1
WDID11083,Kenneth Lopez,0.0,263.9633333333333,40,64,0
WDID11084,Jennifer Olsen,0.0,245.24333333333334,21,61,0
WDID11085,Carmen Hamilton,0.0,220.26166666666666,39,61,0
WDID11086,Eric Smith,0.0,269.675,35,44,0
WDID11087,Juan Cox,0.0,258.36833333333334,13,38,2
WDID11088,Holly Yates,0.0,237.52833333333334,32,43,0
WDID11089,Zachary Rivera,0.0,224.32500000000002,41,58,0
WDID11090,Samantha Mcguire,0.0,291.145,24,40,2
WDID11091,Elizabeth Garcia,0.0,274.34833333333336,55,47,0
WDID11092,George Sims,0.0,269.07666666666665,66,31,1
WDID11093,Brian Turner,0.0,239.98166666666665,19,48,0
WDID11094,Jesse Fernandez,0.0,307.3333333333333,40,32,2
WDID11095,Monica Reynolds,0.0,350.5316666666667,16,36,2
WDID11096,Valerie Love,0.0,329.29333333333335,52,56,0
WDID11097,James Richardson,0.0,316.01666666666665,73,50,0
WDID11098,John Pope,0.0,298.79833333333335,31,32,2
WDID11099,Ashley Gutierrez,0.0,271.72833333333335,46,35,1
WDID11100,Brett Young,0.0,329.4683333333333,39,48,0
WDID11101,Angela Moreno,0.0,315.75166666666667,29,43,2
WDID11102,Jennifer Dean,0.0,283.5,37,37,2
WDID11103,Joseph Farmer,0.0,254.37833333333333,14,63,0
WDID11104,Dr. Adam Freeman,0.0,241.155,72,34,1
WDID11105,Catherine Hansen,0.0,226.02166666666668,76,31,1
WDID11106,Tyler Moyer,0.0,207.89666666666668,36,31,2
WDID11107,Michael Miller,0.0,196.0666666666667,58,32,1
WDID11108,Savannah Fowler,0.0,190.15833333333333,69,52,0
WDID11109,Harry Hamilton,0.0,243.45000000000002,14,38,2
WDID11110,Jackie Nelson,0.0,217.08333333333334,25,57,0
WDID11111,Nicole Lewis,0.0,193.12666666666667,74,41,1
WDID11112,Christopher Fisher,0.0,178.19499999999996,74,50,0
WDID11113,Dawn Torres,0.0,306.5733333333333,42,37,2
WDID11114,Shannon Leblanc,0.0,289.3966666666667,32,54,0
WDID11115,Jo Cook,0.0,254.95333333333335,57,36,1
WDID11116,Heather Rogers,0.0,314.3333333333333,11,30,2
WDID11117,Kellie Moore,0.0,286.83666666666664,23,42,2
WDID11118,Billy Moore,0.0,267.98833333333334,57,46,0
